date,operator,flight_phase,flight_type,country,region,total_on_board,crew_on_board,crew_fatalities,passengers_on_board,passenger_fatalities,total_fatalities,total_survivors,crash_cause
1969-06-23 00:00:00,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Flight,Military / Government,Russia,Asia,96,5,5,91,91,96,0,Human Factor
2006-10-29 00:00:00,ADC Airlines - Aviation Development Company,Takeoff (climb),Commercial,Nigeria,Africa,105,5,4,100,92,96,9,Human Factor
2010-04-10 00:00:00,Polish Air Force - Polska Wojska Lotnicze i Obrony Powietrznej,Landing (descent or approach),Military / Government,Russia,Asia,96,8,8,88,88,96,0,Human Factor
1962-03-01 00:00:00,American Airlines,Takeoff (climb),Commercial,United States of America,North America,95,8,8,87,87,95,0,Other
1968-09-11 00:00:00,Air France,Flight,Commercial,France,Europe,95,6,6,89,89,95,0,Technical Failure
1976-10-12 00:00:00,Indian Airlines,Landing (descent or approach),Commercial,India,Asia,95,6,6,89,89,95,0,Technical Failure
1996-10-31 00:00:00,TAM Brasil - Taxi Aéreo Marilia - Transportes Aéreos Regionais,Takeoff (climb),Commercial,Brazil,South America,95,6,6,89,89,95,0,Technical Failure
1962-07-07 00:00:00,Alitalia - Linee Aeree Italiane,Flight,Commercial,India,Asia,94,9,9,85,85,94,0,Human Factor
1979-08-11 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Ukraine,Europe,94,6,6,88,88,94,0,Human Factor
1979-08-11 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Ukraine,Europe,94,6,6,88,88,94,0,Human Factor
1986-01-18 00:00:00,Aerovias Guatemala,Landing (descent or approach),Commercial,Guatemala,Central America,94,6,6,88,88,94,0,Human Factor
2002-01-28 00:00:00,Transportes Aéreos Mercantiles Ecuatorianos - TAME,Flight,Commercial,Colombia,South America,94,7,7,87,87,94,0,Human Factor
2005-12-06 00:00:00,Islamic Republic of Iran Air Force,Landing (descent or approach),Military / Government,Iran,Asia,94,10,10,84,84,94,0,Technical Failure
1970-02-06 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Uzbekistan,Asia,106,8,7,98,85,92,14,Human Factor
1974-12-01 00:00:00,Trans World Airlines - TWA,Landing (descent or approach),Commercial,United States of America,North America,92,7,7,85,85,92,0,Human Factor
1990-02-14 00:00:00,Indian Airlines,Landing (descent or approach),Commercial,India,Asia,146,7,4,139,88,92,54,Human Factor
2001-09-11 00:00:00,American Airlines,Flight,Commercial,United States of America,North America,92,11,11,81,81,92,0,Terrorism
2016-12-25 00:00:00,Russian Air Force - Voyenno-vozdushnye sily Rossii,Takeoff (climb),Military / Government,Russia,Asia,92,8,8,84,84,92,0,Human Factor
1971-12-24 00:00:00,LANSA Peru - Lineas Aéreas Nacionales del Peru,Flight,Commercial,Peru,South America,92,6,6,86,85,91,1,Weather
1996-02-26 00:00:00,Sudanese Air Force - Al Quwwat al-Jawwiya As-Sudaniya,Landing (descent or approach),Military / Government,Sudan,Africa,91,6,6,85,85,91,0,Technical Failure
1969-12-08 00:00:00,Olympic Airways,Landing (descent or approach),Commercial,Greece,Europe,90,5,5,85,85,90,0,Human Factor
1977-01-13 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Kazakhstan,Asia,90,8,8,82,82,90,0,Technical Failure
1982-07-06 00:00:00,Aeroflot - Russian International Airlines,Takeoff (climb),Commercial,Russia,Asia,90,8,8,82,82,90,0,Technical Failure
1983-08-30 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Kazakhstan,Asia,90,6,6,84,84,90,0,Human Factor
2007-09-16 00:00:00,One-Two-Go Airlines,Landing (descent or approach),Commercial,Thailand,Asia,130,7,5,123,85,90,40,Human Factor
2010-01-25 00:00:00,Ethiopian Airlines,Takeoff (climb),Commercial,Lebanon,Asia,90,8,8,82,82,90,0,Human Factor
1980-09-15 00:00:00,Royal Saudi Air Force,Takeoff (climb),Military / Government,Saudi Arabia,Asia,89,8,8,81,81,89,0,Technical Failure
1967-06-03 00:00:00,Air Ferry,Flight,Commercial,France,Europe,88,5,5,83,83,88,0,Human Factor
1973-07-31 00:00:00,Delta Airlines,Landing (descent or approach),Commercial,United States of America,North America,89,6,6,83,82,88,1,Human Factor
1974-09-08 00:00:00,Trans World Airlines - TWA,Flight,Commercial,World,World,88,9,9,79,79,88,0,Terrorism
1997-03-13 00:00:00,Islamic Republic of Iran Air Force,Landing (descent or approach),Military / Government,Iran,Asia,88,8,8,80,80,88,0,Technical Failure
2000-01-31 00:00:00,Alaska Airlines,Flight,Commercial,United States of America,North America,88,5,5,83,83,88,0,Technical Failure
2008-09-14 00:00:00,Aeroflot Nord,Landing (descent or approach),Commercial,Russia,Asia,88,6,6,82,82,88,0,Human Factor
1952-12-20 00:00:00,United States Air Force - USAF,Takeoff (climb),Military / Government,United States of America,North America,115,10,5,105,82,87,28,Human Factor
1964-09-02 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Russia,Asia,93,9,9,84,78,87,6,Human Factor
1965-02-06 00:00:00,LAN Chile - Linea Aérea Nacional de Chile,Flight,Commercial,Chile,South America,87,7,7,80,80,87,0,Human Factor
1969-11-20 00:00:00,Nigeria Airways,Landing (descent or approach),Commercial,Nigeria,Africa,87,11,11,76,76,87,0,Human Factor
1980-03-14 00:00:00,LOT Polish Airlines - Polskie Linie Lotnicze,Landing (descent or approach),Commercial,Poland,Europe,87,10,10,77,77,87,0,Technical Failure
1992-01-20 00:00:00,Air Inter,Landing (descent or approach),Commercial,France,Europe,96,6,5,90,82,87,9,Human Factor
1962-09-02 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Russia,Asia,86,7,7,79,79,86,0,Unknown
1964-03-01 00:00:00,Paradise Airlines,Landing (descent or approach),Commercial,United States of America,North America,85,4,4,81,81,85,0,Human Factor
1965-12-11 00:00:00,United States Air Force - USAF,Landing (descent or approach),Military / Government,Vietnam,Asia,85,4,4,81,81,85,0,Human Factor
1968-05-03 00:00:00,Braniff Airways,Flight,Commercial,United States of America,North America,85,5,5,80,80,85,0,Weather
1973-08-13 00:00:00,Aviaco - Aviacion y Comercio,Landing (descent or approach),Commercial,Spain,Europe,85,6,6,79,79,85,0,Human Factor
1997-12-15 00:00:00,Tajikistan Airlines - Tajik Air,Landing (descent or approach),Commercial,United Arab Emirates,Asia,86,7,6,79,79,85,1,Human Factor
1960-12-16 00:00:00,United Airlines,Landing (descent or approach),Commercial,United States of America,North America,84,7,7,77,77,84,0,Human Factor
1962-06-30 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Russia,Asia,84,8,8,76,76,84,0,Terrorism
1965-02-08 00:00:00,Eastern Airlines,Takeoff (climb),Commercial,United States of America,North America,84,5,5,79,79,84,0,Human Factor
1965-06-25 00:00:00,United States Air Force - USAF,Takeoff (climb),Military / Government,United States of America,North America,84,12,12,72,72,84,0,Human Factor
1969-03-16 00:00:00,VIASA - Venezolana Internacional de Aviacion SA,Takeoff (climb),Commercial,Venezuela,South America,84,10,10,74,74,84,0,Other
1992-08-27 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Russia,Asia,84,7,7,77,77,84,0,Human Factor
2000-10-25 00:00:00,Russian Air Force - Voyenno-vozdushnye sily Rossii,Landing (descent or approach),Military / Government,Georgia,Asia,84,11,11,73,73,84,0,Human Factor
1961-09-10 00:00:00,President Airlines,Takeoff (climb),Commercial,Ireland,Europe,83,6,6,77,77,83,0,Technical Failure
1964-02-29 00:00:00,British Eagle Airways - BEA,Flight,Commercial,Austria,Europe,83,8,8,75,75,83,0,Human Factor
1966-04-22 00:00:00,American Flyers Airline,Landing (descent or approach),Commercial,United States of America,North America,98,5,5,93,78,83,15,Human Factor
1968-02-29 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Russia,Asia,84,9,9,75,74,83,1,Technical Failure
1987-08-31 00:00:00,Thai Airways International,Landing (descent or approach),Commercial,Thailand,Asia,83,9,9,74,74,83,0,Human Factor
1990-08-10 00:00:00,Afghan Republican Air Force - Afghan Hanai Qurah,Takeoff (climb),Military / Government,Afghanistan,Asia,83,5,5,78,78,83,0,Technical Failure
1993-03-05 00:00:00,Palair Macedonian,Takeoff (climb),Commercial,Macedonia,Europe,97,5,4,92,79,83,14,Human Factor
2000-10-31 00:00:00,Singapore Airlines,Takeoff (climb),Commercial,Taiwan,Asia,179,20,4,159,79,83,96,Human Factor
1966-11-24 00:00:00,Transportno Aviatsionno Bulgaro-Savetsko Obedinenie - TABSO,Takeoff (climb),Commercial,Slovakia,Europe,82,8,8,74,74,82,0,Human Factor
1969-09-09 00:00:00,Allegheny Airlines,Landing (descent or approach),Commercial,United States of America,North America,82,4,4,78,78,82,0,Human Factor
1972-06-14 00:00:00,Japan Airlines,Landing (descent or approach),Commercial,India,Asia,87,11,10,76,72,82,5,Human Factor
1976-01-01 00:00:00,Middle East Airlines - MEA,Flight,Commercial,Saudi Arabia,Asia,82,15,15,67,67,82,0,Terrorism
1990-10-02 00:00:00,Xiamen Air,Landing (descent or approach),Commercial,China,Asia,102,9,7,93,75,82,20,Terrorism
1993-08-28 00:00:00,Tajikistan Airlines - Tajik Air,Takeoff (climb),Commercial,Tajikistan,Asia,86,5,5,81,77,82,4,Terrorism
1962-07-28 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Russia,Asia,81,7,7,74,74,81,0,Human Factor
1963-12-08 00:00:00,Pan American World Airways - PAA,Flight,Commercial,United States of America,North America,81,8,8,73,73,81,0,Weather
1972-06-15 00:00:00,Cathay Pacific Airways,Flight,Commercial,Vietnam,Asia,81,10,10,71,71,81,0,Terrorism
1973-05-18 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Russia,Asia,81,9,9,72,72,81,0,Terrorism
1980-06-27 00:00:00,Aerolinee Itavia,Flight,Commercial,Italy,Europe,81,4,4,77,77,81,0,Terrorism
1950-03-12 00:00:00,Fairflight,Landing (descent or approach),Commercial,United Kingdom,Europe,83,5,5,78,75,80,3,Other
1958-10-17 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Russia,Asia,80,9,9,71,71,80,0,Weather
1960-09-19 00:00:00,World Airways,Takeoff (climb),Commercial,Guam Island,Asia,94,8,7,86,73,80,14,Human Factor
1963-09-04 00:00:00,Swissair,Takeoff (climb),Commercial,Switzerland,Europe,80,6,6,74,74,80,0,Technical Failure
1964-10-02 00:00:00,Union des Transports Aériens - UTA,Flight,Commercial,Spain,Europe,80,7,7,73,73,80,0,Human Factor
1981-09-29 00:00:00,Islamic Republic of Iran Air Force,Landing (descent or approach),Military / Government,Iran,Asia,80,5,5,75,75,80,0,Unknown
1985-07-24 00:00:00,Colombian Air Force - Fuerza Aérea Colombiana,Flight,Commercial,Colombia,South America,80,4,4,76,76,80,0,Technical Failure
1994-07-01 00:00:00,Air Mauritanie,Landing (descent or approach),Commercial,Mauritania,Africa,93,4,4,89,76,80,13,Human Factor
2011-07-26 00:00:00,Royal Moroccan Air Force - Forces Royales Air,Landing (descent or approach),Military / Government,Morocco,Africa,80,8,8,72,72,80,0,Human Factor
1957-08-11 00:00:00,Maritime Central Airways,Flight,Commercial,Canada,North America,79,6,6,73,73,79,0,Weather
1964-05-11 00:00:00,United States Air Force - USAF,Landing (descent or approach),Military / Government,Philippines,Asia,84,10,5,74,74,79,5,Human Factor
1967-07-19 00:00:00,Piedmont Airlines,Takeoff (climb),Commercial,United States of America,North America,79,5,5,74,74,79,0,Human Factor
1969-06-04 00:00:00,Mexicana de Aviación,Landing (descent or approach),Commercial,Mexico,Central America,79,7,7,72,72,79,0,Human Factor
1970-11-27 00:00:00,United States Air Force - USAF,Landing (descent or approach),Military / Government,Vietnam,Asia,79,6,6,73,73,79,0,Human Factor
1973-02-24 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Tajikistan,Asia,79,8,8,71,71,79,0,Unknown
1985-05-03 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Ukraine,Europe,79,7,7,72,72,79,0,Human Factor
1961-05-10 00:00:00,Air France,Flight,Commercial,Algeria,Africa,78,9,9,69,69,78,0,Terrorism
1961-09-01 00:00:00,Trans World Airlines - TWA,Takeoff (climb),Commercial,United States of America,North America,78,5,5,73,73,78,0,Technical Failure
1971-05-23 00:00:00,Aviogenex,Landing (descent or approach),Commercial,Croatia,Europe,83,7,3,76,75,78,5,Human Factor
1973-07-22 00:00:00,Pan American World Airways - PAA,Takeoff (climb),Commercial,French Polynesia,Oceania,79,10,10,69,68,78,1,Human Factor
1974-04-04 00:00:00,Wenela Air Services,Takeoff (climb),Commercial,Botswana,Africa,84,4,3,80,75,78,6,Human Factor
1988-12-11 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Humanitarian,Armenia,Asia,78,9,9,69,69,78,0,Human Factor
2001-10-04 00:00:00,Sibir Airlines,Flight,Commercial,World,World,78,12,12,66,66,78,0,Terrorism
2011-01-09 00:00:00,Iran Air,Landing (descent or approach),Commercial,Iran,Asia,105,9,8,96,70,78,27,Human Factor
1961-09-12 00:00:00,Air France,Landing (descent or approach),Commercial,Morocco,Africa,77,6,6,71,71,77,0,Human Factor
1961-11-08 00:00:00,Imperial Airlines,Landing (descent or approach),Commercial,United States of America,North America,79,5,3,74,74,77,2,Human Factor
1977-02-15 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Russia,Asia,98,6,1,92,76,77,21,Human Factor
1978-11-19 00:00:00,Indian Air Force - Bharatiya Vayu Sena,Landing (descent or approach),Military / Government,India,Asia,77,7,7,70,70,77,0,Technical Failure
2011-07-08 00:00:00,Hewa Bora Airways,Landing (descent or approach),Commercial,Democratic Republic of Congo,Africa,115,7,5,108,72,77,38,Human Factor
1976-07-28 00:00:00,CSA Czech Airlines - Československé Státní Aerolinie,Landing (descent or approach),Commercial,Slovakia,Europe,79,6,6,73,70,76,3,Human Factor
1988-09-09 00:00:00,Vietnam Airlines,Landing (descent or approach),Commercial,Thailand,Asia,9,6,3,3,73,76,-67,Human Factor
1993-04-27 00:00:00,Afghan Republican Air Force - Afghan Hanai Qurah,Flight,Military / Government,Afghanistan,Asia,76,5,5,71,71,76,0,Human Factor
2014-02-11 00:00:00,Algerian Air Force - Al Quwwat Aljawwija Aljaza'Eriiya,Landing (descent or approach),Military / Government,Algeria,Africa,77,4,4,73,72,76,1,Human Factor
1969-09-20 00:00:00,Air Vietnam,Landing (descent or approach),Commercial,Vietnam,Asia,77,6,6,71,69,75,2,Human Factor
1970-11-14 00:00:00,Southern Airways,Landing (descent or approach),Commercial,United States of America,North America,75,4,4,71,71,75,0,Human Factor
1974-09-15 00:00:00,Air Vietnam,Landing (descent or approach),Commercial,Vietnam,Asia,75,8,8,67,67,75,0,Terrorism
1974-12-22 00:00:00,AVENSA - Aerovias Venezolanas,Takeoff (climb),Commercial,Venezuela,South America,75,6,6,69,69,75,0,Unknown
1975-10-30 00:00:00,Inex-Adria Airways,Landing (descent or approach),Commercial,Czech Republic,Europe,120,5,4,115,71,75,45,Human Factor
1989-07-27 00:00:00,Korean Air,Landing (descent or approach),Commercial,Libya,Africa,199,18,3,181,72,75,124,Human Factor
1994-03-23 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Russia,Asia,75,12,12,63,63,75,0,Human Factor
1995-09-12 00:00:00,Sri Lanka Air Force,Flight,Military / Government,Sri Lanka,Asia,75,5,5,70,70,75,0,Technical Failure
1998-05-05 00:00:00,Peruvian Air Force - Fuerza Aérea del Perú,Landing (descent or approach),Commercial,Peru,South America,88,8,6,80,69,75,13,Human Factor
2003-01-08 00:00:00,Turkish Airlines - THY Türk Hava Yollari,Landing (descent or approach),Commercial,Turkey,Asia,80,5,5,75,70,75,5,Human Factor
2003-05-26 00:00:00,UM Air - Ukrainian-Mediterranean Airlines - Ukrainske-Tschermomorskie Avialinii,Landing (descent or approach),Commercial,Turkey,Asia,75,13,13,62,62,75,0,Human Factor
1956-06-20 00:00:00,Linea Aeropostal Venezolana - LAV,Flight,Commercial,United States of America,North America,74,10,10,64,64,74,0,Technical Failure
1969-09-26 00:00:00,Lloyd Aéreo Boliviano - LAB Airlines,Flight,Commercial,Bolivia,South America,74,5,5,69,69,74,0,Human Factor
1982-01-13 00:00:00,Air Florida,Takeoff (climb),Commercial,United States of America,North America,79,5,4,74,70,74,5,Human Factor
1997-10-10 00:00:00,Austral Lineas Aéreas,Flight,Commercial,Uruguay,South America,74,5,5,69,69,74,0,Human Factor
1976-10-06 00:00:00,Cubana de Aviación,Takeoff (climb),Commercial,Barbados,Central America,73,25,25,48,48,73,0,Terrorism
1976-11-28 00:00:00,Aeroflot - Russian International Airlines,Takeoff (climb),Commercial,Russia,Asia,73,6,6,67,67,73,0,Technical Failure
1978-03-16 00:00:00,Balkan Bulgarian Airlines,Flight,Commercial,Bulgaria,Europe,73,7,7,66,66,73,0,Technical Failure
1982-01-14 00:00:00,Ethiopian Air Force - Ye Ityopya Ayer Hayl,Takeoff (climb),Military / Government,Ethiopia,Africa,73,6,6,67,67,73,0,Terrorism
1990-01-25 00:00:00,Avianca,Landing (descent or approach),Commercial,United States of America,North America,158,9,8,149,65,73,85,Human Factor
1961-02-15 00:00:00,SABENA - Société Anonyme Belge d'Exploitation de la Navigation Aérienne,Landing (descent or approach),Commercial,Belgium,Europe,72,11,11,61,61,72,0,Technical Failure
1961-07-12 00:00:00,CSA Czech Airlines - Československé Státní Aerolinie,Landing (descent or approach),Commercial,Morocco,Africa,72,8,8,64,64,72,0,Human Factor
1967-06-04 00:00:00,British Midland Airways - BMA,Landing (descent or approach),Commercial,United Kingdom,Europe,84,5,3,79,69,72,12,Human Factor
1974-09-11 00:00:00,Eastern Airlines,Landing (descent or approach),Commercial,United States of America,North America,82,4,2,78,70,72,10,Human Factor
1979-10-31 00:00:00,Western Airlines,Landing (descent or approach),Commercial,Mexico,Central America,88,11,9,77,63,72,16,Human Factor
1986-12-12 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Germany,Europe,82,9,9,73,63,72,10,Human Factor
1995-12-03 00:00:00,Cameroon Airlines,Landing (descent or approach),Commercial,Cameroon,Africa,76,5,3,71,68,71,5,Technical Failure
2016-11-28 00:00:00,LAMIA Bolivia - Línea Aérea Mérida Internacional de Aviación,Landing (descent or approach),Commercial,Colombia,South America,77,4,3,73,68,71,6,Human Factor
2018-02-11 00:00:00,Saratov Airlines,Takeoff (climb),Commercial,Russia,Asia,71,6,6,65,65,71,0,Human Factor
1956-06-30 00:00:00,Trans World Airlines - TWA,Flight,Commercial,United States of America,North America,70,6,6,64,64,70,0,Human Factor
1967-11-20 00:00:00,Trans World Airlines - TWA,Landing (descent or approach),Commercial,United States of America,North America,82,7,5,75,65,70,12,Human Factor
1980-12-21 00:00:00,Transportes Aéreos del Caribe - TAC Colombia,Takeoff (climb),Commercial,Colombia,South America,70,7,7,63,63,70,0,Other
